video_id,token_idx,start,end,labels,labels_idx,split
--FJhcfXeow,7,7.0,8.0,['acoustic guitar'],[1],train
--FJhcfXeow,8,8.0,9.0,['acoustic guitar'],[1],train
--FJhcfXeow,9,9.0,10.0,['acoustic guitar'],[1],train
--GvhCexa_E,0,0.0,1.0,['acoustic guitar'],[1],train
--GvhCexa_E,1,1.0,2.0,['acoustic guitar'],[1],train
--GvhCexa_E,2,2.0,3.0,['acoustic guitar'],[1],train
--GvhCexa_E,3,3.0,4.0,['acoustic guitar'],[1],train
--GvhCexa_E,4,4.0,5.0,['acoustic guitar'],[1],train
--GvhCexa_E,5,5.0,6.0,['acoustic guitar'],[1],train
--GvhCexa_E,6,6.0,7.0,['acoustic guitar'],[1],train
--GvhCexa_E,7,7.0,8.0,['acoustic guitar'],[1],train
--GvhCexa_E,8,8.0,9.0,['acoustic guitar'],[1],train
--GvhCexa_E,9,9.0,10.0,['acoustic guitar'],[1],train
--HuBNHXu9I,0,0.0,1.0,"['male speech, man speaking']",[18],train
--HuBNHXu9I,1,1.0,2.0,"['male speech, man speaking']",[18],train
--HuBNHXu9I,2,2.0,3.0,"['male speech, man speaking']",[18],train
--HuBNHXu9I,3,3.0,4.0,"['male speech, man speaking']",[18],train
--HuBNHXu9I,4,4.0,5.0,"['male speech, man speaking']",[18],train
--HuBNHXu9I,5,5.0,6.0,"['male speech, man speaking']",[18],train
--HuBNHXu9I,6,6.0,7.0,"['male speech, man speaking']",[18],train
--HuBNHXu9I,7,7.0,8.0,"['male speech, man speaking']",[18],train
--HuBNHXu9I,8,8.0,9.0,"['male speech, man speaking']",[18],train
--HuBNHXu9I,9,9.0,10.0,"['male speech, man speaking']",[18],train
--I2373YpgM,0,0.0,1.0,['horse'],[17],test
--I2373YpgM,1,1.0,2.0,['horse'],[17],test
--I2373YpgM,2,2.0,3.0,['horse'],[17],test
--I2373YpgM,3,3.0,4.0,['horse'],[17],test
--I2373YpgM,4,4.0,5.0,['horse'],[17],test
--I2373YpgM,5,5.0,6.0,['horse'],[17],test
--I2373YpgM,6,6.0,7.0,['horse'],[17],test
--I2373YpgM,7,7.0,8.0,['horse'],[17],test
--I2373YpgM,8,8.0,9.0,['horse'],[17],test
--I2373YpgM,9,9.0,10.0,['horse'],[17],test
--JxAySnD3Y,0,0.0,1.0,['acoustic guitar'],[1],train
--JxAySnD3Y,1,1.0,2.0,['acoustic guitar'],[1],train
--JxAySnD3Y,2,2.0,3.0,['acoustic guitar'],[1],train
--JxAySnD3Y,3,3.0,4.0,['acoustic guitar'],[1],train
--JxAySnD3Y,4,4.0,5.0,['acoustic guitar'],[1],train
--JxAySnD3Y,5,5.0,6.0,['acoustic guitar'],[1],train
--JxAySnD3Y,6,6.0,7.0,['acoustic guitar'],[1],train
--JxAySnD3Y,7,7.0,8.0,['acoustic guitar'],[1],train
--JxAySnD3Y,8,8.0,9.0,['acoustic guitar'],[1],train
--JxAySnD3Y,9,9.0,10.0,['acoustic guitar'],[1],train
--R7bBR7hE4,0,0.0,1.0,['acoustic guitar'],[1],train
--R7bBR7hE4,1,1.0,2.0,['acoustic guitar'],[1],train
--R7bBR7hE4,2,2.0,3.0,['acoustic guitar'],[1],train
--R7bBR7hE4,3,3.0,4.0,['acoustic guitar'],[1],train
--R7bBR7hE4,4,4.0,5.0,['acoustic guitar'],[1],train
--R7bBR7hE4,5,5.0,6.0,['acoustic guitar'],[1],train
--R7bBR7hE4,6,6.0,7.0,['acoustic guitar'],[1],train
--R7bBR7hE4,7,7.0,8.0,['acoustic guitar'],[1],train
--R7bBR7hE4,8,8.0,9.0,['acoustic guitar'],[1],train
--R7bBR7hE4,9,9.0,10.0,['acoustic guitar'],[1],train
--bSurT-1Ak,0,0.0,1.0,['background'],[3],train
--bSurT-1Ak,1,1.0,2.0,['background'],[3],train
--bSurT-1Ak,2,2.0,3.0,['background'],[3],train
--bSurT-1Ak,3,3.0,4.0,['background'],[3],train
--bSurT-1Ak,4,4.0,5.0,['background'],[3],train
--bSurT-1Ak,5,5.0,6.0,['background'],[3],train
--bSurT-1Ak,6,6.0,7.0,['acoustic guitar'],[1],train
--bSurT-1Ak,7,7.0,8.0,['acoustic guitar'],[1],train
--bSurT-1Ak,8,8.0,9.0,['acoustic guitar'],[1],train
--bSurT-1Ak,9,9.0,10.0,['acoustic guitar'],[1],train
--d2Z5qR4qQ,0,0.0,1.0,['acoustic guitar'],[1],train
--d2Z5qR4qQ,1,1.0,2.0,['acoustic guitar'],[1],train
--d2Z5qR4qQ,2,2.0,3.0,['acoustic guitar'],[1],train
--d2Z5qR4qQ,3,3.0,4.0,['acoustic guitar'],[1],train
--d2Z5qR4qQ,4,4.0,5.0,['acoustic guitar'],[1],train
--d2Z5qR4qQ,5,5.0,6.0,['acoustic guitar'],[1],train
--d2Z5qR4qQ,6,6.0,7.0,['acoustic guitar'],[1],train
--d2Z5qR4qQ,7,7.0,8.0,['acoustic guitar'],[1],train
--d2Z5qR4qQ,8,8.0,9.0,['acoustic guitar'],[1],train
--d2Z5qR4qQ,9,9.0,10.0,['acoustic guitar'],[1],train
--euLrzIU2Q,0,0.0,1.0,['mandolin'],[19],train
--euLrzIU2Q,1,1.0,2.0,['mandolin'],[19],train
--euLrzIU2Q,2,2.0,3.0,['mandolin'],[19],train
--euLrzIU2Q,3,3.0,4.0,['mandolin'],[19],train
--euLrzIU2Q,4,4.0,5.0,['mandolin'],[19],train
--euLrzIU2Q,5,5.0,6.0,['mandolin'],[19],train
--euLrzIU2Q,6,6.0,7.0,['mandolin'],[19],train
--euLrzIU2Q,7,7.0,8.0,['mandolin'],[19],train
--euLrzIU2Q,8,8.0,9.0,['mandolin'],[19],train
--euLrzIU2Q,9,9.0,10.0,['mandolin'],[19],train
--fG9gtFqJ0,0,0.0,1.0,['acoustic guitar'],[1],val
--fG9gtFqJ0,1,1.0,2.0,['acoustic guitar'],[1],val
--fG9gtFqJ0,2,2.0,3.0,['acoustic guitar'],[1],val
--fG9gtFqJ0,3,3.0,4.0,['acoustic guitar'],[1],val
--fG9gtFqJ0,4,4.0,5.0,['acoustic guitar'],[1],val
--fG9gtFqJ0,5,5.0,6.0,['acoustic guitar'],[1],val
--fG9gtFqJ0,6,6.0,7.0,['acoustic guitar'],[1],val
--fG9gtFqJ0,7,7.0,8.0,['acoustic guitar'],[1],val
--fG9gtFqJ0,8,8.0,9.0,['acoustic guitar'],[1],val
--fG9gtFqJ0,9,9.0,10.0,['acoustic guitar'],[1],val
--gKfbzT1VY,0,0.0,1.0,['truck'],[26],train
--gKfbzT1VY,1,1.0,2.0,['truck'],[26],train
--gKfbzT1VY,2,2.0,3.0,['truck'],[26],train
--gKfbzT1VY,3,3.0,4.0,['truck'],[26],train
--gKfbzT1VY,4,4.0,5.0,['truck'],[26],train
--gKfbzT1VY,5,5.0,6.0,['truck'],[26],train
--gKfbzT1VY,6,6.0,7.0,['truck'],[26],train
--gKfbzT1VY,7,7.0,8.0,['truck'],[26],train
--gKfbzT1VY,8,8.0,9.0,['truck'],[26],train
--gKfbzT1VY,9,9.0,10.0,['truck'],[26],train
--iY3Bf4hDg,0,0.0,1.0,"['violin, fiddle']",[28],train
--iY3Bf4hDg,1,1.0,2.0,"['violin, fiddle']",[28],train
--iY3Bf4hDg,2,2.0,3.0,"['violin, fiddle']",[28],train
--iY3Bf4hDg,3,3.0,4.0,"['violin, fiddle']",[28],train
--iY3Bf4hDg,4,4.0,5.0,"['violin, fiddle']",[28],train
--iY3Bf4hDg,5,5.0,6.0,"['violin, fiddle']",[28],train
--iY3Bf4hDg,6,6.0,7.0,"['violin, fiddle']",[28],train
--iY3Bf4hDg,7,7.0,8.0,"['violin, fiddle']",[28],train
--iY3Bf4hDg,8,8.0,9.0,"['violin, fiddle']",[28],train
--iY3Bf4hDg,9,9.0,10.0,"['violin, fiddle']",[28],train
--ivFZu-hlc,0,0.0,1.0,['truck'],[26],train
--ivFZu-hlc,1,1.0,2.0,['truck'],[26],train
--ivFZu-hlc,2,2.0,3.0,['truck'],[26],train
--ivFZu-hlc,3,3.0,4.0,['truck'],[26],train
--ivFZu-hlc,4,4.0,5.0,['truck'],[26],train
--ivFZu-hlc,5,5.0,6.0,['truck'],[26],train
--ivFZu-hlc,6,6.0,7.0,['truck'],[26],train
--ivFZu-hlc,7,7.0,8.0,['truck'],[26],train
--ivFZu-hlc,8,8.0,9.0,['truck'],[26],train
--ivFZu-hlc,9,9.0,10.0,['truck'],[26],train
--mMv-eQ2yQ,0,0.0,1.0,['goat'],[15],train
--mMv-eQ2yQ,1,1.0,2.0,['goat'],[15],train
--mMv-eQ2yQ,2,2.0,3.0,['goat'],[15],train
--mMv-eQ2yQ,3,3.0,4.0,['goat'],[15],train
--mMv-eQ2yQ,4,4.0,5.0,['goat'],[15],train
--mMv-eQ2yQ,5,5.0,6.0,['goat'],[15],train
--mMv-eQ2yQ,6,6.0,7.0,['goat'],[15],train
--mMv-eQ2yQ,7,7.0,8.0,['goat'],[15],train
--mMv-eQ2yQ,8,8.0,9.0,['goat'],[15],train
--mMv-eQ2yQ,9,9.0,10.0,['goat'],[15],train
--qsECcA_3U,0,0.0,1.0,['acoustic guitar'],[1],train
--qsECcA_3U,1,1.0,2.0,['acoustic guitar'],[1],train
--qsECcA_3U,2,2.0,3.0,['acoustic guitar'],[1],train
--qsECcA_3U,3,3.0,4.0,['acoustic guitar'],[1],train
--qsECcA_3U,4,4.0,5.0,['acoustic guitar'],[1],train
--qsECcA_3U,5,5.0,6.0,['acoustic guitar'],[1],train
--qsECcA_3U,6,6.0,7.0,['acoustic guitar'],[1],train
--qsECcA_3U,7,7.0,8.0,['acoustic guitar'],[1],train
--qsECcA_3U,8,8.0,9.0,['acoustic guitar'],[1],train
--qsECcA_3U,9,9.0,10.0,['acoustic guitar'],[1],train
--sbZ5YMSm4,0,0.0,1.0,['acoustic guitar'],[1],test
--sbZ5YMSm4,1,1.0,2.0,['acoustic guitar'],[1],test
--sbZ5YMSm4,2,2.0,3.0,['acoustic guitar'],[1],test
--sbZ5YMSm4,3,3.0,4.0,['acoustic guitar'],[1],test
--sbZ5YMSm4,4,4.0,5.0,['acoustic guitar'],[1],test
--sbZ5YMSm4,5,5.0,6.0,['acoustic guitar'],[1],test
--sbZ5YMSm4,6,6.0,7.0,['acoustic guitar'],[1],test
--sbZ5YMSm4,7,7.0,8.0,['acoustic guitar'],[1],test
--sbZ5YMSm4,8,8.0,9.0,['background'],[3],test
--sbZ5YMSm4,9,9.0,10.0,['background'],[3],test
--vNfjUwxnc,0,0.0,1.0,['acoustic guitar'],[1],test
--vNfjUwxnc,1,1.0,2.0,['acoustic guitar'],[1],test
--vNfjUwxnc,2,2.0,3.0,['acoustic guitar'],[1],test
--vNfjUwxnc,3,3.0,4.0,['acoustic guitar'],[1],test
--vNfjUwxnc,4,4.0,5.0,['acoustic guitar'],[1],test
--vNfjUwxnc,5,5.0,6.0,['acoustic guitar'],[1],test
--vNfjUwxnc,6,6.0,7.0,['acoustic guitar'],[1],test
--vNfjUwxnc,7,7.0,8.0,['acoustic guitar'],[1],test
--vNfjUwxnc,8,8.0,9.0,['acoustic guitar'],[1],test
--vNfjUwxnc,9,9.0,10.0,['acoustic guitar'],[1],test
--zF7ruOot0,0,0.0,1.0,['acoustic guitar'],[1],train
--zF7ruOot0,1,1.0,2.0,['acoustic guitar'],[1],train
--zF7ruOot0,2,2.0,3.0,['acoustic guitar'],[1],train
--zF7ruOot0,3,3.0,4.0,['acoustic guitar'],[1],train
--zF7ruOot0,4,4.0,5.0,['acoustic guitar'],[1],train
--zF7ruOot0,5,5.0,6.0,['acoustic guitar'],[1],train
--zF7ruOot0,6,6.0,7.0,['acoustic guitar'],[1],train
--zF7ruOot0,7,7.0,8.0,['acoustic guitar'],[1],train
--zF7ruOot0,8,8.0,9.0,['acoustic guitar'],[1],train
--zF7ruOot0,9,9.0,10.0,['acoustic guitar'],[1],train
-03879e6MhU,0,0.0,1.0,['acoustic guitar'],[1],train
-03879e6MhU,1,1.0,2.0,['acoustic guitar'],[1],train
-03879e6MhU,2,2.0,3.0,['acoustic guitar'],[1],train
-03879e6MhU,3,3.0,4.0,['acoustic guitar'],[1],train
-03879e6MhU,4,4.0,5.0,['acoustic guitar'],[1],train
-03879e6MhU,5,5.0,6.0,['acoustic guitar'],[1],train
-03879e6MhU,6,6.0,7.0,['acoustic guitar'],[1],train
-03879e6MhU,7,7.0,8.0,['acoustic guitar'],[1],train
-03879e6MhU,8,8.0,9.0,['acoustic guitar'],[1],train
-03879e6MhU,9,9.0,10.0,['acoustic guitar'],[1],train
-09uCtwZOF0,0,0.0,1.0,['acoustic guitar'],[1],train
-09uCtwZOF0,1,1.0,2.0,['acoustic guitar'],[1],train
-09uCtwZOF0,2,2.0,3.0,['acoustic guitar'],[1],train
-09uCtwZOF0,3,3.0,4.0,['acoustic guitar'],[1],train
-09uCtwZOF0,4,4.0,5.0,['acoustic guitar'],[1],train
-09uCtwZOF0,5,5.0,6.0,['acoustic guitar'],[1],train
-09uCtwZOF0,6,6.0,7.0,['acoustic guitar'],[1],train
-09uCtwZOF0,7,7.0,8.0,['acoustic guitar'],[1],train
-09uCtwZOF0,8,8.0,9.0,['acoustic guitar'],[1],train
-09uCtwZOF0,9,9.0,10.0,['acoustic guitar'],[1],train
-0B_CYyG5Dg,0,0.0,1.0,['truck'],[26],train
-0B_CYyG5Dg,1,1.0,2.0,['truck'],[26],train
-0B_CYyG5Dg,2,2.0,3.0,['truck'],[26],train
-0B_CYyG5Dg,3,3.0,4.0,['truck'],[26],train
-0B_CYyG5Dg,4,4.0,5.0,['truck'],[26],train
-0B_CYyG5Dg,5,5.0,6.0,['truck'],[26],train
-0B_CYyG5Dg,6,6.0,7.0,['truck'],[26],train
-0B_CYyG5Dg,7,7.0,8.0,['truck'],[26],train
-0B_CYyG5Dg,8,8.0,9.0,['truck'],[26],train
-0B_CYyG5Dg,9,9.0,10.0,['truck'],[26],train
-0Ghd8lbOmI,0,0.0,1.0,['acoustic guitar'],[1],train
-0Ghd8lbOmI,1,1.0,2.0,['acoustic guitar'],[1],train
-0Ghd8lbOmI,2,2.0,3.0,['acoustic guitar'],[1],train
-0Ghd8lbOmI,3,3.0,4.0,['acoustic guitar'],[1],train
-0Ghd8lbOmI,4,4.0,5.0,['acoustic guitar'],[1],train
-0Ghd8lbOmI,5,5.0,6.0,['acoustic guitar'],[1],train
-0Ghd8lbOmI,6,6.0,7.0,['acoustic guitar'],[1],train
-0Ghd8lbOmI,7,7.0,8.0,['acoustic guitar'],[1],train
-0Ghd8lbOmI,8,8.0,9.0,['acoustic guitar'],[1],train
-0Ghd8lbOmI,9,9.0,10.0,['acoustic guitar'],[1],train
-0Hf2I8AFI8,0,0.0,1.0,['background'],[3],train
-0Hf2I8AFI8,1,1.0,2.0,['background'],[3],train
-0Hf2I8AFI8,2,2.0,3.0,['background'],[3],train
-0Hf2I8AFI8,3,3.0,4.0,['background'],[3],train
-0Hf2I8AFI8,4,4.0,5.0,['background'],[3],train
-0Hf2I8AFI8,5,5.0,6.0,['background'],[3],train
-0Hf2I8AFI8,6,6.0,7.0,['background'],[3],train
-0Hf2I8AFI8,7,7.0,8.0,['background'],[3],train
-0Hf2I8AFI8,8,8.0,9.0,['truck'],[26],train
-0Hf2I8AFI8,9,9.0,10.0,['truck'],[26],train
-0IpBrwQDUA,0,0.0,1.0,['acoustic guitar'],[1],train
-0IpBrwQDUA,1,1.0,2.0,['acoustic guitar'],[1],train
-0IpBrwQDUA,2,2.0,3.0,['acoustic guitar'],[1],train
-0IpBrwQDUA,3,3.0,4.0,['acoustic guitar'],[1],train
-0IpBrwQDUA,4,4.0,5.0,['acoustic guitar'],[1],train
-0IpBrwQDUA,5,5.0,6.0,['acoustic guitar'],[1],train
-0IpBrwQDUA,6,6.0,7.0,['acoustic guitar'],[1],train
-0IpBrwQDUA,7,7.0,8.0,['acoustic guitar'],[1],train
-0IpBrwQDUA,8,8.0,9.0,['acoustic guitar'],[1],train
-0IpBrwQDUA,9,9.0,10.0,['acoustic guitar'],[1],train
-0JqTq_4jaE,0,0.0,1.0,['truck'],[26],val
-0JqTq_4jaE,1,1.0,2.0,['truck'],[26],val
-0JqTq_4jaE,2,2.0,3.0,['truck'],[26],val
-0JqTq_4jaE,3,3.0,4.0,['truck'],[26],val
-0JqTq_4jaE,4,4.0,5.0,['truck'],[26],val
-0JqTq_4jaE,5,5.0,6.0,['truck'],[26],val
-0JqTq_4jaE,6,6.0,7.0,['truck'],[26],val
-0JqTq_4jaE,7,7.0,8.0,['truck'],[26],val
-0JqTq_4jaE,8,8.0,9.0,['truck'],[26],val
-0JqTq_4jaE,9,9.0,10.0,['truck'],[26],val
-0MrEZKJ5MQ,0,0.0,1.0,['truck'],[26],train
-0MrEZKJ5MQ,1,1.0,2.0,['truck'],[26],train
-0MrEZKJ5MQ,2,2.0,3.0,['truck'],[26],train
-0MrEZKJ5MQ,3,3.0,4.0,['truck'],[26],train
-0MrEZKJ5MQ,4,4.0,5.0,['truck'],[26],train
-0MrEZKJ5MQ,5,5.0,6.0,['truck'],[26],train
-0MrEZKJ5MQ,6,6.0,7.0,['truck'],[26],train
-0MrEZKJ5MQ,7,7.0,8.0,['truck'],[26],train
-0MrEZKJ5MQ,8,8.0,9.0,['truck'],[26],train
-0MrEZKJ5MQ,9,9.0,10.0,['truck'],[26],train
-0O7GsELcIQ,0,0.0,1.0,"['male speech, man speaking']",[18],test
-0O7GsELcIQ,1,1.0,2.0,"['male speech, man speaking']",[18],test
-0O7GsELcIQ,2,2.0,3.0,"['male speech, man speaking']",[18],test
-0O7GsELcIQ,3,3.0,4.0,"['male speech, man speaking']",[18],test
-0O7GsELcIQ,4,4.0,5.0,"['male speech, man speaking']",[18],test
-0O7GsELcIQ,5,5.0,6.0,"['male speech, man speaking']",[18],test
-0O7GsELcIQ,6,6.0,7.0,"['male speech, man speaking']",[18],test
-0O7GsELcIQ,7,7.0,8.0,"['male speech, man speaking']",[18],test
-0O7GsELcIQ,8,8.0,9.0,"['male speech, man speaking']",[18],test
-0O7GsELcIQ,9,9.0,10.0,"['male speech, man speaking']",[18],test
-0P3vxYiblU,0,0.0,1.0,['acoustic guitar'],[1],train
-0P3vxYiblU,1,1.0,2.0,['acoustic guitar'],[1],train
-0P3vxYiblU,2,2.0,3.0,['acoustic guitar'],[1],train
-0P3vxYiblU,3,3.0,4.0,['acoustic guitar'],[1],train
-0P3vxYiblU,4,4.0,5.0,['acoustic guitar'],[1],train
-0P3vxYiblU,5,5.0,6.0,['acoustic guitar'],[1],train
-0P3vxYiblU,6,6.0,7.0,['acoustic guitar'],[1],train
-0P3vxYiblU,7,7.0,8.0,['acoustic guitar'],[1],train
-0P3vxYiblU,8,8.0,9.0,['acoustic guitar'],[1],train
-0P3vxYiblU,9,9.0,10.0,['acoustic guitar'],[1],train
-0SMihT1X90,0,0.0,1.0,['mandolin'],[19],train
-0SMihT1X90,1,1.0,2.0,['mandolin'],[19],train
-0SMihT1X90,2,2.0,3.0,['mandolin'],[19],train
-0SMihT1X90,3,3.0,4.0,['mandolin'],[19],train
-0SMihT1X90,4,4.0,5.0,['mandolin'],[19],train
-0SMihT1X90,5,5.0,6.0,['mandolin'],[19],train
-0SMihT1X90,6,6.0,7.0,['mandolin'],[19],train
-0SMihT1X90,7,7.0,8.0,['mandolin'],[19],train
-0SMihT1X90,8,8.0,9.0,['mandolin'],[19],train
-0SMihT1X90,9,9.0,10.0,['mandolin'],[19],train
-0TTFAArJ9k,0,0.0,1.0,['horse'],[17],train
-0TTFAArJ9k,1,1.0,2.0,['horse'],[17],train
-0TTFAArJ9k,2,2.0,3.0,['horse'],[17],train
-0TTFAArJ9k,3,3.0,4.0,['horse'],[17],train
-0TTFAArJ9k,4,4.0,5.0,['horse'],[17],train
-0TTFAArJ9k,5,5.0,6.0,['horse'],[17],train
-0TTFAArJ9k,6,6.0,7.0,['horse'],[17],train
-0TTFAArJ9k,7,7.0,8.0,['horse'],[17],train
-0TTFAArJ9k,8,8.0,9.0,['horse'],[17],train
-0TTFAArJ9k,9,9.0,10.0,['horse'],[17],train
-0WZoijgWto,0,0.0,1.0,['acoustic guitar'],[1],train
-0WZoijgWto,1,1.0,2.0,['acoustic guitar'],[1],train
-0WZoijgWto,2,2.0,3.0,['acoustic guitar'],[1],train
-0WZoijgWto,3,3.0,4.0,['acoustic guitar'],[1],train
-0WZoijgWto,4,4.0,5.0,['acoustic guitar'],[1],train
-0WZoijgWto,5,5.0,6.0,['acoustic guitar'],[1],train
-0WZoijgWto,6,6.0,7.0,['acoustic guitar'],[1],train
-0WZoijgWto,7,7.0,8.0,['acoustic guitar'],[1],train
-0WZoijgWto,8,8.0,9.0,['acoustic guitar'],[1],train
-0WZoijgWto,9,9.0,10.0,['acoustic guitar'],[1],train
-0X1juZHG6I,0,0.0,1.0,['background'],[3],train
-0X1juZHG6I,1,1.0,2.0,['background'],[3],train
-0X1juZHG6I,2,2.0,3.0,['toilet flush'],[24],train
-0X1juZHG6I,3,3.0,4.0,['toilet flush'],[24],train
-0X1juZHG6I,4,4.0,5.0,['toilet flush'],[24],train
-0X1juZHG6I,5,5.0,6.0,['toilet flush'],[24],train
-0X1juZHG6I,6,6.0,7.0,['toilet flush'],[24],train
-0X1juZHG6I,7,7.0,8.0,['toilet flush'],[24],train
-0X1juZHG6I,8,8.0,9.0,['toilet flush'],[24],train
-0X1juZHG6I,9,9.0,10.0,['toilet flush'],[24],train
-0h43imMMzg,0,0.0,1.0,['acoustic guitar'],[1],train
-0h43imMMzg,1,1.0,2.0,['acoustic guitar'],[1],train
-0h43imMMzg,2,2.0,3.0,['acoustic guitar'],[1],train
-0h43imMMzg,3,3.0,4.0,['acoustic guitar'],[1],train
-0h43imMMzg,4,4.0,5.0,['acoustic guitar'],[1],train
-0h43imMMzg,5,5.0,6.0,['acoustic guitar'],[1],train
-0h43imMMzg,6,6.0,7.0,['acoustic guitar'],[1],train
-0h43imMMzg,7,7.0,8.0,['acoustic guitar'],[1],train
-0h43imMMzg,8,8.0,9.0,['acoustic guitar'],[1],train
-0h43imMMzg,9,9.0,10.0,['acoustic guitar'],[1],train
-0oPui2fiaE,0,0.0,1.0,['acoustic guitar'],[1],train
-0oPui2fiaE,1,1.0,2.0,['acoustic guitar'],[1],train
-0oPui2fiaE,2,2.0,3.0,['acoustic guitar'],[1],train
-0oPui2fiaE,3,3.0,4.0,['acoustic guitar'],[1],train
-0oPui2fiaE,4,4.0,5.0,['acoustic guitar'],[1],train
-0oPui2fiaE,5,5.0,6.0,['acoustic guitar'],[1],train
-0oPui2fiaE,6,6.0,7.0,['acoustic guitar'],[1],train
-0oPui2fiaE,7,7.0,8.0,['acoustic guitar'],[1],train
-0oPui2fiaE,8,8.0,9.0,['acoustic guitar'],[1],train
-0oPui2fiaE,9,9.0,10.0,['acoustic guitar'],[1],train
-0oSwiPKEj8,0,0.0,1.0,"['violin, fiddle']",[28],train
-0oSwiPKEj8,1,1.0,2.0,"['violin, fiddle']",[28],train
-0oSwiPKEj8,2,2.0,3.0,"['violin, fiddle']",[28],train
-0oSwiPKEj8,3,3.0,4.0,"['violin, fiddle']",[28],train
-0oSwiPKEj8,4,4.0,5.0,"['violin, fiddle']",[28],train
-0oSwiPKEj8,5,5.0,6.0,"['violin, fiddle']",[28],train
-0oSwiPKEj8,6,6.0,7.0,"['violin, fiddle']",[28],train
-0oSwiPKEj8,7,7.0,8.0,"['violin, fiddle']",[28],train
-0oSwiPKEj8,8,8.0,9.0,"['violin, fiddle']",[28],train
-0oSwiPKEj8,9,9.0,10.0,"['violin, fiddle']",[28],train
-0pPRv4nAWM,0,0.0,1.0,['acoustic guitar'],[1],train
-0pPRv4nAWM,1,1.0,2.0,['acoustic guitar'],[1],train
-0pPRv4nAWM,2,2.0,3.0,['acoustic guitar'],[1],train
-0pPRv4nAWM,3,3.0,4.0,['acoustic guitar'],[1],train
-0pPRv4nAWM,4,4.0,5.0,['acoustic guitar'],[1],train
-0pPRv4nAWM,5,5.0,6.0,['acoustic guitar'],[1],train
-0pPRv4nAWM,6,6.0,7.0,['acoustic guitar'],[1],train
-0pPRv4nAWM,7,7.0,8.0,['acoustic guitar'],[1],train
-0pPRv4nAWM,8,8.0,9.0,['acoustic guitar'],[1],train
-0pPRv4nAWM,9,9.0,10.0,['acoustic guitar'],[1],train
-0vhmXOg0Lc,0,0.0,1.0,['acoustic guitar'],[1],val
-0vhmXOg0Lc,1,1.0,2.0,['acoustic guitar'],[1],val
